loss_kl,loss_pol_surr,loss_ent,EpLenMean,ev_tdlam_before,loss_vf_loss,EpisodesSoFar,EpRewMean,EpThisIter,loss_pol_entpen,TimestepsSoFar,TimeElapsed
0.003223516,-0.0011790027,1.3873183,3000.0,0.48401129245758057,0.0017832835,14202,0.36,123,0.0,18874368,562.1704564094543
0.0028393737,-0.0010846403,1.3742518,3000.0,-0.4249163866043091,0.00164103,14320,0.52,118,0.0,19267584,4568.800823688507
0.003922602,-0.0011426362,1.3523957,4366.07,0.5918653011322021,0.0017772103,14416,0.47,96,0.0,19660800,4580.76953959465
0.0038499844,-0.0011602705,1.3469859,3025.87,-0.8976362943649292,0.0019167941,14512,0.26,96,0.0,20054016,4592.4454979896545
0.0025366812,-0.0012933556,1.359419,3000.0,0.4031127095222473,0.001552746,14704,0.41,192,0.0,20447232,4603.96017408371
0.0028521076,-0.0011924707,1.3326888,3000.0,0.23464083671569824,0.0013357342,14800,0.37,96,0.0,20840448,4615.306048870087
0.003078878,-0.0013178921,1.3181962,3000.0,0.26789093017578125,0.0013816012,14992,0.32,192,0.0,21233664,4626.842567682266
0.0031735636,-0.0011760418,1.3114861,3000.0,0.5767923593521118,0.0016766485,15088,0.28,96,0.0,21626880,4638.575185060501
0.0024918243,-0.0011852668,1.3170713,3000.0,-1.164421558380127,0.0015125629,15184,0.51,96,0.0,22020096,4650.193183422089
0.0028409592,-0.0012038514,1.3042712,3000.0,0.7248387634754181,0.0012245611,15376,0.41,192,0.0,22413312,4661.8325111866
0.0033556884,-0.00124414,1.2866777,3000.0,0.5337478816509247,0.0015259036,15472,0.38,96,0.0,22806528,4673.538431882858
0.0026289832,-0.0014446573,1.2748979,3000.0,0.4323583245277405,0.0014583407,15568,0.49,96,0.0,23199744,4685.222750902176
0.002329929,-0.0013803988,1.2608844,3000.0,-0.5390831232070923,0.0014283914,15760,0.35,192,0.0,23592960,4697.002068996429
0.0030148234,-0.0012288603,1.2473149,3000.0,-0.7240570783615112,0.0014968868,15856,0.52,96,0.0,23986176,4708.674921274185
0.0023705708,-0.0011475626,1.230306,3000.0,-0.024742603302001953,0.0015851747,15952,0.51,96,0.0,24379392,4720.380190849304
0.0024832538,-0.0012245892,1.246811,3000.0,-0.34290337562561035,0.0016538692,16144,0.44,192,0.0,24772608,4732.085050821304
0.0035842105,-0.0011639219,1.2206789,3000.0,0.622490644454956,0.0012974854,16240,0.42,96,0.0,25165824,4743.798417329788
0.0023181296,-0.0011824762,1.2251451,3000.0,0.638001412153244,0.0015364575,16432,0.43,192,0.0,25559040,4755.631905078888
0.002696691,-0.001254709,1.2163177,3000.0,0.40412163734436035,0.0015907757,16528,0.57,96,0.0,25952256,4767.421361207962
0.0028220937,-0.0014266946,1.2097502,3000.0,0.6398060023784637,0.0014651559,16624,0.49,96,0.0,26345472,4779.252044916153
0.0031326378,-0.0010988835,1.2179009,3000.0,-0.005516648292541504,0.0015765434,16816,0.36,192,0.0,26738688,4791.106054782867
0.002430259,-0.0013153945,1.2130218,3000.0,-0.7439408302307129,0.0015347827,16912,0.55,96,0.0,27131904,4802.852149486542
0.0025255666,-0.0013329359,1.2032484,3000.0,-0.24572360515594482,0.0015212694,17008,0.39,96,0.0,27525120,4814.743551015854
0.0032036689,-0.0011819544,1.1912699,3000.0,-0.2381972074508667,0.0017778497,17200,0.43,192,0.0,27918336,4826.579138994217
0.0025227529,-0.0012238225,1.177584,3000.0,-0.254392147064209,0.0013270738,17296,0.24,96,0.0,28311552,4838.551949739456
0.0029902419,-0.0012822981,1.1747408,3000.0,-1.0717382431030273,0.0015919759,17488,0.57,192,0.0,28704768,4850.202191114426
0.002102418,-0.0011322559,1.1619564,3000.0,0.7181290984153748,0.0014509559,17584,0.47,96,0.0,29097984,4861.7376537323
0.0031625312,-0.0014343538,1.1320959,3000.0,-1.5598301887512207,0.0013887886,17680,0.46,96,0.0,29491200,4873.658951759338
0.0035698914,-0.0010407522,1.1273448,3000.0,-0.39513492584228516,0.0017993817,17872,0.46,192,0.0,29884416,4885.867151260376
0.0021316821,-0.0012129933,1.1072139,3000.0,-0.05552864074707031,0.0014343568,17968,0.44,96,0.0,30277632,4897.8017954826355
0.00261302,-0.0011754188,1.0929731,3000.0,-0.7022702693939209,0.0016486315,18064,0.57,96,0.0,30670848,4909.6919004917145
0.0020413387,-0.0012243489,1.0840801,3000.0,-0.20131218433380127,0.001690765,18256,0.49,192,0.0,31064064,4921.502851724625
0.0023021814,-0.0013049677,1.0672039,3000.0,-1.5997469425201416,0.0013183715,18352,0.47,96,0.0,31457280,4933.181740760803
0.0022381109,-0.0011097881,1.0666656,3000.0,0.12189573049545288,0.0016603102,18448,0.41,96,0.0,31850496,4944.972739458084
0.0020477478,-0.0014468398,1.0562252,3000.0,0.6977686583995819,0.0017441598,18640,0.53,192,0.0,32243712,4956.650963783264
0.0025662552,-0.0014102515,1.040872,3000.0,0.7072161436080933,0.0016892884,18736,0.63,96,0.0,32636928,4968.2209277153015
0.0021562073,-0.0012677216,1.0387894,3000.0,0.5683379769325256,0.0015557203,18928,0.61,192,0.0,33030144,4979.57005739212
0.0032041643,-0.0011946192,1.0285423,3000.0,0.7328124642372131,0.0014159158,19024,0.44,96,0.0,33423360,4991.031747341156
0.0023518577,-0.0010424113,1.0200645,3000.0,0.430392861366272,0.0016023485,19120,0.62,96,0.0,33816576,5002.551598310471
0.0023487136,-0.0012856155,1.0314722,3000.0,-0.5262763500213623,0.001220134,19312,0.61,192,0.0,34209792,5013.989826202393
0.0026605919,-0.0013044104,1.020272,3000.0,-0.5163699388504028,0.0016702722,19408,0.59,96,0.0,34603008,5025.436492919922
0.0024260574,-0.0012302406,1.0146608,3000.0,0.5554520189762115,0.0018470209,19504,0.67,96,0.0,34996224,5036.899720907211
0.002670966,-0.0014153989,1.0010747,3000.0,-2.248384714126587,0.0018132523,19696,0.49,192,0.0,35389440,5048.638719558716
0.00227766,-0.0014388616,1.005222,3000.0,-0.5240230560302734,0.001664373,19792,0.61,96,0.0,35782656,5060.439972400665
0.0024562946,-0.0011639325,0.9923084,3000.0,-0.10387754440307617,0.0014952146,19888,0.56,96,0.0,36175872,5072.324210643768
0.0019707242,-0.001251353,0.9804177,3000.0,0.6769517958164215,0.0014478561,20080,0.5,192,0.0,36569088,5084.360966920853
0.002354579,-0.0011105038,0.97267836,3000.0,0.6082113981246948,0.001520661,20176,0.53,96,0.0,36962304,5095.78236746788
0.0019543634,-0.0011928353,0.96821374,3000.0,0.6631850302219391,0.0016758405,20368,0.49,192,0.0,37355520,5107.356125354767
0.0022662329,-0.0011477837,0.9711214,3000.0,0.3912464380264282,0.0012630605,20464,0.43,96,0.0,37748736,5118.749090671539
0.0036939073,-0.0012208245,0.9544568,3000.0,0.7041168510913849,0.0017213024,20560,0.53,96,0.0,38141952,5130.216778755188
0.0019791552,-0.0013622827,0.95180655,3000.0,-0.5808132886886597,0.0013345289,20656,0.57,96,0.0,38535168,9135.052765369415
0.0037226751,-0.00086183194,0.9388914,4920.0,0.7470839619636536,0.00125071,20752,0.48,96,0.0,38928384,9146.890997886658
0.0036970798,-0.0009127825,0.9308949,3000.0,0.7742956876754761,0.0014274921,20944,0.46,192,0.0,39321600,9158.597360610962
0.0023385945,-0.0013347509,0.917147,3000.0,0.4603753089904785,0.0014712488,21040,0.5,96,0.0,39714816,9170.150284290314
0.002489078,-0.0012896922,0.9148925,3000.0,-1.3817591667175293,0.001791268,21136,0.63,96,0.0,40108032,9181.508899211884
0.0019349214,-0.0014737124,0.9131894,3000.0,-0.39447617530822754,0.00156787,21328,0.79,192,0.0,40501248,9192.871989011765
0.0023421312,-0.001062794,0.90202624,3000.0,0.5657522678375244,0.0017038457,21424,0.73,96,0.0,40894464,9204.078803777695
0.0021299373,-0.0012627619,0.88526016,3000.0,0.7264012098312378,0.0015266421,21616,0.43,192,0.0,41287680,9215.515291690826
0.0021936076,-0.0012506011,0.88088256,3000.0,0.7697800993919373,0.0019780432,21712,0.84,96,0.0,41680896,9227.230651378632
0.0023028061,-0.0010487911,0.8838525,3000.0,-0.3245096206665039,0.001912628,21808,0.55,96,0.0,42074112,9239.119631528854
0.0016525608,-0.0012100986,0.8813867,3000.0,0.5663097202777863,0.0017153086,22000,0.89,192,0.0,42467328,9250.802072048187
0.002052062,-0.0012922386,0.870584,3000.0,0.4983813166618347,0.0016570627,22096,0.6,96,0.0,42860544,9262.426749229431
0.0023414167,-0.0014084153,0.8589112,3000.0,0.5202768743038177,0.0016884141,22192,0.55,96,0.0,43253760,9274.052510738373
0.0019166354,-0.0013776664,0.84881514,3000.0,-1.1450905799865723,0.0018753763,22384,0.58,192,0.0,43646976,9285.67767238617
0.0018253609,-0.0011317913,0.8529436,3000.0,0.5182826817035675,0.0016252478,22480,0.67,96,0.0,44040192,9297.290161371231
0.0017030351,-0.0012314403,0.8477664,3000.0,0.5077802240848541,0.0017449931,22577,0.6,97,0.0,44433408,9308.866847991943
0.0023627758,-0.0013174879,0.8468204,3000.0,-0.7064880132675171,0.0017458242,22768,0.71,191,0.0,44826624,9320.5459587574
0.0023284452,-0.0012284457,0.8451099,3000.0,0.760220393538475,0.0013970236,22864,0.56,96,0.0,45219840,9332.126598119736
0.003085863,-0.00086819706,0.84933835,3000.0,-0.7244784832000732,0.001858966,23056,0.65,192,0.0,45613056,9343.759929656982
0.0028211463,-0.0010287607,0.84384054,3000.0,0.7735893279314041,0.0016636965,23152,0.71,96,0.0,46006272,9355.450640439987
0.0022430997,-0.0011622247,0.8551648,3000.0,0.5772065222263336,0.0017967442,23248,0.68,96,0.0,46399488,9367.128658294678
0.0018131632,-0.0012798905,0.8498406,2997.07,-0.10704195499420166,0.0017325509,23440,0.66,192,0.0,46792704,9378.787239789963
0.0021661788,-0.001210566,0.83968407,3000.0,0.6024061441421509,0.0014717734,23536,0.49,96,0.0,47185920,9390.373848676682
0.002455486,-0.0011982926,0.8349042,3000.0,0.6056660413742065,0.0015911228,23632,0.65,96,0.0,47579136,9402.036574602127
0.0024774547,-0.0011591354,0.84279615,3000.0,0.63252192735672,0.0019212557,23824,0.71,192,0.0,47972352,9413.389561414719
0.002031262,-0.0014060434,0.8355887,3000.0,0.7087487578392029,0.0017393559,23920,0.66,96,0.0,48365568,9424.63895559311
0.0026079847,-0.0015276597,0.8186639,3000.0,0.5992413759231567,0.001614927,24019,0.68,99,0.0,48758784,9436.250758886337
0.0029551156,-0.00085507456,0.81684464,3000.0,-0.5732357501983643,0.0015604809,24208,0.59,189,0.0,49152000,9447.829014778137
0.0028421406,-0.0012963758,0.8115371,3000.0,-0.35618412494659424,0.001695674,24304,0.59,96,0.0,49545216,9459.488730192184
0.002002032,-0.0010752542,0.8107896,3000.0,-0.4330676794052124,0.0015502305,24496,0.54,192,0.0,49938432,9471.130052089691
0.0014222418,-0.0010737039,0.7963211,2995.58,-0.12260687351226807,0.0017444155,24592,0.65,96,0.0,50331648,9482.299441099167
0.0015000334,-0.0011471153,0.77889276,3000.0,-0.20733201503753662,0.0015531458,24688,0.61,96,0.0,50724864,9493.694904088974
0.002114767,-0.0012709358,0.7819376,3000.0,-0.3924218416213989,0.0020801097,24880,0.59,192,0.0,51118080,9505.44888663292
0.0018094057,-0.0012656025,0.77423,3000.0,0.689924031496048,0.0016279308,24976,0.56,96,0.0,51511296,9517.139245510101
0.0019373655,-0.0010800714,0.773068,3000.0,-0.41929543018341064,0.0018664809,25074,0.64,98,0.0,51904512,9528.55770611763
0.002878096,-0.0010831503,0.76870537,3000.0,0.7716333568096161,0.001814732,25264,0.66,190,0.0,52297728,9539.905717849731
0.0031856785,-0.0008504807,0.76613927,3000.0,0.5408231914043427,0.001842341,25360,0.76,96,0.0,52690944,9551.392907381058
0.0020179565,-0.0009310702,0.77234674,3000.0,0.6088887155056,0.0016804436,25461,0.66,101,0.0,53084160,9563.139962673187
0.0018186248,-0.0013050981,0.76275945,3000.0,0.6468319296836853,0.001823913,25648,0.75,187,0.0,53477376,9574.920555353165
0.0016855933,-0.001233888,0.7603285,3000.0,0.7243969142436981,0.0019412324,25745,0.6,97,0.0,53870592,9586.700235128403
0.0021284902,-0.0010481584,0.75514513,3000.0,-0.8763647079467773,0.0017630681,25936,0.76,191,0.0,54263808,9598.50625538826
0.0019032977,-0.0012204092,0.75252414,3000.0,-0.7477461099624634,0.0016382159,26032,0.56,96,0.0,54657024,9610.262314796448
0.0020609442,-0.0011566912,0.75181514,3000.0,-0.9831457138061523,0.0016839514,26129,0.7,97,0.0,55050240,9622.075591802597
0.0021486818,-0.0012282047,0.7503953,3000.0,0.5049756169319153,0.0016574989,26320,0.67,191,0.0,55443456,9634.001411914825
0.0016839011,-0.0011887429,0.74155897,3000.0,-0.0714423656463623,0.00149553,26416,0.61,96,0.0,55836672,9645.80542421341
0.0022562614,-0.0010260539,0.72832084,3000.0,0.6449655592441559,0.001654164,26517,0.63,101,0.0,56229888,9657.191092967987
0.0019320127,-0.0012300536,0.72237486,2993.66,0.4661569595336914,0.0017749128,26704,0.69,187,0.0,56623104,9668.633448123932
0.0019586915,-0.0010938542,0.7174649,3000.0,0.7067753672599792,0.0016459149,26800,0.59,96,0.0,57016320,9680.068818092346
0.0015583057,-0.0013474053,0.7176886,3000.0,-1.1222474575042725,0.0017371319,26992,0.6,192,0.0,57409536,9691.384593009949
0.0025421206,-0.0011069718,0.71806866,3000.0,0.6838423311710358,0.0017051079,26992,0.6,0,0.0,57802752,13685.389168262482
0.0019308316,-0.0011411003,0.6982067,4013.69,-0.6436835527420044,0.0018507517,27184,0.7,192,0.0,58195968,13697.141488790512
0.0019856703,-0.0012381781,0.700922,3040.0,0.7485158145427704,0.0020518552,27280,0.76,96,0.0,58589184,13708.808542728424
0.0019571802,-0.0012366014,0.7046352,3000.0,-1.182995319366455,0.0017835164,27376,0.69,96,0.0,58982400,13720.46930551529
0.0032366372,-0.0007756233,0.7139657,3000.0,0.6589044034481049,0.0019978909,27568,0.75,192,0.0,59375616,13731.744780778885
0.0021759053,-0.00129923,0.70711356,3000.0,-0.33443379402160645,0.0017749694,27664,0.57,96,0.0,59768832,13743.03879237175
0.0018078488,-0.0012374247,0.69443417,2992.65,-0.051958441734313965,0.0018913248,27761,0.85,97,0.0,60162048,13754.252603769302
0.0017827129,-0.0011326309,0.69190216,3000.0,-0.23531901836395264,0.0016218511,27952,0.75,191,0.0,60555264,13765.475137472153
0.0029306288,-0.0010194946,0.686853,3000.0,0.5376649498939514,0.0016731756,28048,0.62,96,0.0,60948480,13776.680271863937
0.0024095334,-0.0008746646,0.68307704,3000.0,-0.5933890342712402,0.0015905187,28145,0.59,97,0.0,61341696,13788.287142753601
0.002020526,-0.001077717,0.68263245,3000.0,0.7486808896064758,0.00206723,28336,0.74,191,0.0,61734912,13800.088500499725
0.0018893963,-0.0013093943,0.6808836,3000.0,-0.7028441429138184,0.0018983805,28432,0.76,96,0.0,62128128,13811.652456998825
0.0018188739,-0.0011091373,0.6750634,3000.0,0.7589858323335648,0.0018955668,28624,0.8,192,0.0,62521344,13822.936601400375
0.0017196555,-0.00091904384,0.65309435,3000.0,0.729276716709137,0.0019416353,28720,0.79,96,0.0,62914560,13834.206583738327
0.0023452702,-0.0011537488,0.6654398,3000.0,0.6925824582576752,0.0019904943,28817,0.87,97,0.0,63307776,13845.531731843948
0.0024666477,-0.0010119989,0.6585481,3000.0,0.6283836960792542,0.001762262,29008,0.69,191,0.0,63700992,13857.120509386063
0.0018513693,-0.0010997324,0.65267986,2983.12,-0.691703200340271,0.0017470238,29105,0.84,97,0.0,64094208,13868.803406953812
0.001734801,-0.0010672022,0.6478238,3000.0,-0.40120816230773926,0.0017723031,29202,0.59,97,0.0,64487424,13880.750621318817
0.002427438,-0.0010574831,0.6481858,3000.0,-0.3995553255081177,0.0017411794,29392,0.66,190,0.0,64880640,13892.881426095963
0.0017623584,-0.0010982206,0.64114904,2995.91,0.5707651376724243,0.0018735811,29489,0.73,97,0.0,65273856,13904.882331609726
0.0023223674,-0.001178682,0.63978726,3000.0,0.5773350298404694,0.0018338406,29680,0.75,191,0.0,65667072,13916.657923698425
0.001345315,-0.0011672269,0.6382682,3000.0,0.7245887815952301,0.0019099441,29776,0.75,96,0.0,66060288,13928.50702214241
0.0026840698,-0.00093220064,0.63268805,3000.0,-0.7857204675674438,0.0017302921,29873,0.61,97,0.0,66453504,13940.258280277252
0.0015647192,-0.0011022664,0.6467458,3000.0,-1.5547921657562256,0.0018045419,30064,0.8,191,0.0,66846720,13952.044976234436
0.002308166,-0.00087122456,0.64375615,3000.0,0.15403872728347778,0.0018626399,30161,0.78,97,0.0,67239936,13963.863112926483
0.0016583218,-0.0011830012,0.6302126,3000.0,0.742335319519043,0.001716827,30258,0.61,97,0.0,67633152,13975.311951875687
0.0018843524,-0.0012418927,0.626452,3000.0,-0.6343581676483154,0.0015600534,30448,0.69,190,0.0,68026368,13987.001111745834
0.0014305188,-0.0011452738,0.62549204,3000.0,-0.36152684688568115,0.0017183358,30545,0.56,97,0.0,68419584,13998.78729057312
0.0017053358,-0.0012575096,0.62102246,3000.0,0.6607509255409241,0.0020219635,30643,0.86,98,0.0,68812800,14010.561806440353
0.0016652318,-0.0011418711,0.6180239,3000.0,-0.5601475238800049,0.0020427594,30832,0.84,189,0.0,69206016,14022.357530593872
0.0022304903,-0.0008631977,0.62118393,3000.0,0.6856635212898254,0.0020140158,30929,0.78,97,0.0,69599232,14034.041593313217
0.0012445281,-0.0010505345,0.6181649,3000.0,0.725709080696106,0.0017811838,31120,0.78,191,0.0,69992448,14045.665469884872
0.0018860707,-0.0010391959,0.6103907,3000.0,0.7907586097717285,0.0018497392,31216,0.58,96,0.0,70385664,14057.446057319641
0.0018440405,-0.0010906676,0.6090095,2993.71,0.6953863203525543,0.0016984664,31315,0.81,99,0.0,70778880,14069.103970050812
0.0015658311,-0.0012962384,0.6039378,3000.0,-0.44123196601867676,0.0018008448,31504,0.61,189,0.0,71172096,14080.92284655571
0.0022700615,-0.0010894627,0.5972469,3000.0,-0.1404191255569458,0.0017135296,31601,0.68,97,0.0,71565312,14092.29786491394
0.002130532,-0.0011013084,0.59023017,3000.0,0.5714615285396576,0.0018019056,31700,0.66,99,0.0,71958528,14103.601706266403
0.0016339185,-0.0012445699,0.597313,3000.0,0.7801537364721298,0.001992963,31888,0.78,188,0.0,72351744,14114.97787117958
0.0020754503,-0.0009847187,0.58624417,3000.0,0.635766476392746,0.0019482299,31985,0.75,97,0.0,72744960,14126.597738265991
0.0017477736,-0.00096206414,0.57642764,3000.0,0.6011280417442322,0.0017226161,32086,0.94,101,0.0,73138176,14138.466093540192
0.001895302,-0.0010612038,0.5792482,3000.0,-1.2196776866912842,0.0017961031,32272,0.77,186,0.0,73531392,14150.100463151932
0.0013227403,-0.0010550504,0.57002807,3000.0,-0.6046503782272339,0.0017330671,32369,0.7,97,0.0,73924608,14161.70400762558
0.0019179647,-0.0012178395,0.5628943,3000.0,0.7543785274028778,0.0019453497,32560,0.8,191,0.0,74317824,14173.360206842422
0.001455326,-0.0013253564,0.5569355,3000.0,-1.0642001628875732,0.001615394,32656,0.63,96,0.0,74711040,14184.994077920914
0.0013393549,-0.0011304751,0.5536205,3000.0,0.7511594891548157,0.0018852366,32755,0.7,99,0.0,75104256,14196.725131511688
0.0013754276,-0.0010190968,0.55308527,3000.0,0.8214148432016373,0.0017880239,32944,0.7,189,0.0,75497472,14208.339044332504
0.0016262358,-0.0011534032,0.5544467,2984.16,0.6875180602073669,0.0018092968,33042,0.73,98,0.0,75890688,14219.660678863525
0.0017530322,-0.0010524802,0.5444703,3000.0,-0.8249534368515015,0.0018036462,33142,0.72,100,0.0,76283904,14231.048751592636
0.001659893,-0.0012182723,0.53434324,3000.0,0.30842602252960205,0.0022059565,33328,0.77,186,0.0,76677120,14242.707240819931
0.0019063745,-0.0010733549,0.5263812,3009.27,0.6131361126899719,0.0017435943,33331,0.81,3,0.0,77070336,18243.28737258911
0.0017790893,-0.0009784453,0.52929205,4013.64,0.7548725605010986,0.0018391502,33522,0.7,191,0.0,77463552,18255.004576683044
0.0017802591,-0.0009550002,0.53198475,3018.8,0.5959152281284332,0.0020796556,33619,0.82,97,0.0,77856768,18266.67589044571
0.001462771,-0.0011053124,0.52019113,3000.0,-0.07244884967803955,0.001609584,33810,0.61,191,0.0,78249984,18278.38694524765
0.0013569929,-0.0011184207,0.5092993,2988.52,-0.8481595516204834,0.0019785375,33906,0.85,96,0.0,78643200,18289.738728046417
0.0014533028,-0.0009639047,0.5098576,3000.0,-0.8067382574081421,0.0019200608,34004,0.73,98,0.0,79036416,18300.994438409805
0.002681291,-0.0006850078,0.51105434,3000.0,-0.05782473087310791,0.002142073,34194,0.83,190,0.0,79429632,18312.4374563694
0.0019576524,-0.001001568,0.4935374,3000.0,-0.9992600679397583,0.0019122012,34290,0.75,96,0.0,79822848,18324.057378530502
0.0014603985,-0.0012281475,0.49372193,3000.0,-0.7045149803161621,0.0018872261,34388,0.74,98,0.0,80216064,18335.73410344124
0.0015460136,-0.0010647512,0.49559864,3000.0,-0.6461188793182373,0.0019431718,34578,0.75,190,0.0,80609280,18347.45162463188
0.0016382271,-0.0010487298,0.49037647,3000.0,-0.7263485193252563,0.0016768974,34674,0.75,96,0.0,81002496,18359.206583976746
0.0015092809,-0.0008679547,0.48430142,3000.0,0.7514905780553818,0.001989294,34772,0.57,98,0.0,81395712,18370.89453125
